Hour,Day,Month,Year,PM2.5,Mean,AQI,PM10,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad
16,19,8,2018,27.0,9.7,43.5,43.5,0.9,11.5,68.0,2.0,50.0,789.0,0.025000015957999968,262500.0,276.1138998413086,60.00359599304199,685.0
17,19,8,2018,23.0,10.266666666666667,39.0,39.0,0.8,10.0,69.0,2.0,50.0,789.0,0.025000015957999968,262500.0,276.1138998413086,60.00359599304199,685.0
18,19,8,2018,7.0,10.266666666666667,22.0,22.0,0.4,5.0,44.0,2.0,50.0,788.0625,0.02500001538500004,262208.0,276.1082000732422,60.00492799377442,685.0
19,19,8,2018,9.0,10.466666666666667,13.0,13.0,0.4,3.0,38.0,2.0,50.0,788.0625,0.02500001538500004,262208.0,276.1082000732422,60.00492799377442,685.0
20,19,8,2018,8.0,10.633333333333333,16.0,16.0,0.5,13.0,22.0,2.0,50.0,788.0625,0.02500001538500004,262208.0,276.1082000732422,60.00492799377442,685.0
21,19,8,2018,11.0,10.9,23.0,23.0,0.5,21.0,17.0,2.0,50.0000625038147,786.75,0.02500001504300069,261920.0,276.099700012207,60.00131999206543,685.1875
22,19,8,2018,13.0,11.233333333333333,23.0,23.0,0.5,14.0,23.0,2.0,50.0000625038147,786.75,0.02500001504300069,261920.0,276.099700012207,60.00131999206543,685.1875
23,19,8,2018,11.5,11.516666666666667,19.0,19.0,0.5,12.0,23.0,2.0,50.0000625038147,786.75,0.02500001504300069,261920.0,276.099700012207,60.00131999206543,685.1875
0,20,8,2018,10.0,11.716666666666667,15.0,15.0,0.5,10.0,23.0,2.0,50.00008125305176,782.1875,0.02500001484400034,261856.0,276.1291000366211,60.002531997680656,773.1875
1,20,8,2018,14.0,12.05,20.0,19.0,0.6,11.0,14.0,2.0,50.00008125305176,782.1875,0.02500001484400034,261856.0,276.1291000366211,60.002531997680656,773.1875
2,20,8,2018,15.0,12.45,21.0,19.0,0.6,15.0,5.0,2.0,50.00008125305176,782.1875,0.02500001484400034,261856.0,276.1291000366211,60.002531997680656,773.1875
3,20,8,2018,15.0,12.683333333333335,21.0,18.0,0.6,16.0,7.0,2.0,50.00004375457764,788.375,0.02500001543700044,261536.0,276.17160003662104,60.00441599273682,856.4874999999997
4,20,8,2018,17.0,12.95,24.0,17.0,0.6,12.0,11.0,2.0,50.00004375457764,788.375,0.02500001543700044,261536.0,276.17160003662104,60.00441599273682,856.4874999999997
5,20,8,2018,15.0,13.15,21.0,16.0,0.6,17.0,5.0,2.0,50.00004375457764,788.375,0.02500001543700044,261536.0,276.17160003662104,60.00441599273682,856.4874999999997
6,20,8,2018,18.0,13.483333333333333,26.0,19.0,0.6,15.0,7.0,2.0,50.0,791.8125,0.02500001607400179,261124.0,276.18957991027827,60.0062319946289,856.4874999999997
7,20,8,2018,19.0,13.916666666666664,39.0,39.0,0.7,15.0,9.0,2.0,50.0,791.8125,0.02500001607400179,261124.0,276.18957991027827,60.0062319946289,856.4874999999997
8,20,8,2018,23.0,14.35,33.0,32.0,0.6,12.0,17.0,2.0,50.0,791.8125,0.02500001607400179,261124.0,276.18957991027827,60.0062319946289,856.4874999999997
9,20,8,2018,11.0,14.45,16.0,16.0,0.7,10.0,27.0,2.0,50.0,794.75,0.025000017814001067,260892.0,276.18957991027827,60.00776399230957,740.1875
10,20,8,2018,12.0,14.683333333333335,18.0,18.0,0.7,6.0,48.0,2.0,50.0,794.75,0.025000017814001067,260892.0,276.18957991027827,60.00776399230957,740.1875
11,20,8,2018,17.0,15.016666666666667,31.0,31.0,0.7,7.0,64.0,2.0,50.0,794.75,0.025000017814001067,260892.0,276.18957991027827,60.00776399230957,740.1875
12,20,8,2018,22.0,15.55,35.0,31.0,0.7,4.0,111.0,2.0,50.00003749847412,789.875,0.025000018000001088,260992.0,276.1632998657226,60.0030239944458,685.0625
13,20,8,2018,17.0,15.883333333333333,33.0,23.0,0.6,2.0,107.0,2.0,50.00003749847412,789.875,0.025000018000001088,260992.0,276.1632998657226,60.0030239944458,685.0625
14,20,8,2018,14.0,16.183333333333334,39.0,39.0,0.6,2.0,102.0,2.0,50.00003749847412,789.875,0.025000018000001088,260992.0,276.1632998657226,60.0030239944458,685.0625
15,20,8,2018,14.0,16.383333333333333,35.0,19.0,0.6,2.0,111.0,2.0,50.0,786.0625,0.025000016582001003,261256.0,276.142200012207,60.00386399078369,685.0
16,20,8,2018,18.0,16.616666666666667,40.0,40.0,0.6,2.0,113.0,2.0,50.0,786.0625,0.025000016582001003,261256.0,276.142200012207,60.00386399078369,685.0
17,20,8,2018,16.0,16.616666666666667,44.0,44.0,0.6,3.0,116.0,2.0,50.0,786.0625,0.025000016582001003,261256.0,276.142200012207,60.00386399078369,685.0
18,20,8,2018,23.0,16.683333333333334,48.0,48.0,0.6,3.0,115.0,2.0,50.0,782.4375,0.025000013888000508,261616.0,276.1308999633789,60.00549599456787,685.0
19,20,8,2018,20.0,16.55,40.0,40.0,0.6,6.0,112.0,2.0,50.0,782.4375,0.025000013888000508,261616.0,276.1308999633789,60.00549599456787,685.0
20,20,8,2018,24.0,16.483333333333334,51.0,52.0,0.6,7.0,101.0,2.0,50.0,782.4375,0.025000013888000508,261616.0,276.1308999633789,60.00549599456787,685.0
21,20,8,2018,28.0,16.383333333333333,57.0,63.0,0.7,8.0,89.0,2.0,50.0,778.625,0.025000009857000783,262064.0,276.1328997802734,60.00314399719238,685.1875
22,20,8,2018,35.0,16.65,58.0,65.0,0.7,17.0,70.0,2.0,50.0,778.625,0.025000009857000783,262064.0,276.1328997802734,60.00314399719238,685.1875
23,20,8,2018,30.0,16.883333333333333,53.0,55.0,0.7,26.0,38.0,2.0,50.0,778.625,0.025000009857000783,262064.0,276.1328997802734,60.00314399719238,685.1875
0,21,8,2018,23.0,17.416666666666668,47.0,47.0,0.6,32.0,27.0,2.0,50.0,778.3125,0.02500000957200024,262240.0,276.15259979248043,60.00599599456787,782.5
1,21,8,2018,20.0,17.783333333333335,30.0,30.0,0.5,21.0,43.0,2.0,50.0,778.3125,0.02500000957200024,262240.0,276.15259979248043,60.00599599456787,782.5
2,21,8,2018,8.0,17.783333333333335,22.0,25.0,0.3,2.0,69.0,2.0,50.0,778.3125,0.02500000957200024,262240.0,276.15259979248043,60.00599599456787,782.5
3,21,8,2018,7.0,17.65,20.0,20.0,0.2,5.0,65.0,2.0,50.0,783.375,0.025000009773000143,262224.0,276.1839999389648,60.00611599731445,856.4874999999997
4,21,8,2018,7.0,17.45,20.0,20.0,0.2,7.0,58.0,2.0,50.0,783.375,0.025000009773000143,262224.0,276.1839999389648,60.00611599731445,856.4874999999997
5,21,8,2018,6.0,17.266666666666666,22.0,22.0,0.2,15.0,56.0,2.0,50.0,783.375,0.025000009773000143,262224.0,276.1839999389648,60.00611599731445,856.4874999999997
6,21,8,2018,7.0,17.166666666666668,31.0,31.0,0.3,22.0,46.0,2.0,50.0,785.4375,0.025000009237000718,262124.0,276.18957991027827,60.00446799468994,856.4874999999997
7,21,8,2018,8.0,16.966666666666665,41.0,41.0,0.3,23.0,39.0,2.0,50.0,785.4375,0.025000009237000718,262124.0,276.18957991027827,60.00446799468994,856.4874999999997
8,21,8,2018,6.0,16.666666666666668,42.0,42.0,0.3,17.0,45.0,2.0,50.0,785.4375,0.025000009237000718,262124.0,276.18957991027827,60.00446799468994,856.4874999999997
9,21,8,2018,6.0,16.366666666666667,20.0,20.0,0.3,6.0,63.0,2.0,50.0,793.8125,0.025000010736000725,262172.0,276.1891000366211,60.00156399536133,730.25
10,21,8,2018,7.0,16.033333333333335,23.0,23.0,0.3,4.0,69.0,2.0,50.0,793.8125,0.025000010736000725,262172.0,276.1891000366211,60.00156399536133,730.25
11,21,8,2018,7.0,15.766666666666667,23.0,18.0,0.3,3.0,72.0,2.0,50.0,793.8125,0.025000010736000725,262172.0,276.1891000366211,60.00156399536133,730.25
12,21,8,2018,9.0,15.466666666666667,25.0,24.0,0.3,2.0,79.0,2.0,50.0,785.375,0.02500001367400028,262384.0,276.1544998168945,60.003715995788575,685.0625
13,21,8,2018,7.0,15.066666666666665,26.0,16.0,0.3,2.0,84.0,2.0,50.0,785.375,0.02500001367400028,262384.0,276.1544998168945,60.003715995788575,685.0625
14,21,8,2018,6.0,14.5,31.0,17.0,0.3,3.0,98.0,2.0,50.0,785.375,0.02500001367400028,262384.0,276.1544998168945,60.003715995788575,685.0625
16,21,8,2018,6.0,14.333333333333336,38.0,11.0,0.3,4.0,120.0,2.0,50.0,785.375,0.02500001367400028,262384.0,276.1544998168945,60.003715995788575,685.0625
17,21,8,2018,9.0,14.233333333333333,39.0,39.0,0.4,5.0,107.0,2.0,50.0,785.375,0.02500001367400028,262384.0,276.1544998168945,60.003715995788575,685.0625
18,21,8,2018,10.0,14.0,34.0,26.0,0.4,5.0,109.0,2.0,50.00036218881607,781.75,0.02500001347500086,262544.0,276.12739990234365,60.00365199279785,685.0
19,21,8,2018,12.0,13.666666666666664,40.0,40.0,0.4,14.0,105.0,2.0,50.00036218881607,781.75,0.02500001347500086,262544.0,276.12739990234365,60.00365199279785,685.0
20,21,8,2018,15.5,13.616666666666667,49.5,53.5,0.45,23.0,90.0,2.0,50.00036218881607,781.75,0.02500001347500086,262544.0,276.12739990234365,60.00365199279785,685.0
21,21,8,2018,19.0,13.783333333333333,59.0,67.0,0.5,32.0,75.0,2.0,50.0,781.25,0.025000014436000032,262656.0,276.11679992675784,60.002215995788575,685.1875
22,21,8,2018,21.0,14.016666666666667,60.0,70.0,0.5,42.0,52.0,2.0,50.0,781.25,0.025000014436000032,262656.0,276.11679992675784,60.002215995788575,685.1875
23,21,8,2018,18.0,14.016666666666667,53.0,56.0,0.4,21.0,72.0,2.0,50.0,781.25,0.025000014436000032,262656.0,276.11679992675784,60.002215995788575,685.1875
0,22,8,2018,15.0,13.983333333333333,37.0,37.0,0.4,17.0,76.0,2.0,50.0,792.375,0.02500001368700061,262940.0,276.13259979248045,60.003627990722656,712.375
1,22,8,2018,14.0,13.683333333333335,46.0,46.0,0.4,23.0,54.0,2.0,50.0,792.375,0.02500001368700061,262940.0,276.13259979248045,60.003627990722656,712.375
2,22,8,2018,13.0,13.45,41.0,41.0,0.4,16.0,43.0,2.0,50.0,792.375,0.02500001368700061,262940.0,276.13259979248045,60.003627990722656,712.375
3,22,8,2018,15.0,13.15,36.0,36.0,0.4,17.0,37.0,2.0,50.00036218881607,794.5,0.0250000139030004,262892.0,276.1523999023437,60.00121599578858,751.4375
4,22,8,2018,12.0,12.616666666666667,37.0,37.0,0.4,17.0,27.0,2.0,50.00036218881607,794.5,0.0250000139030004,262892.0,276.1523999023437,60.00121599578858,751.4375
5,22,8,2018,13.0,11.883333333333333,31.0,31.0,0.4,21.0,29.0,2.0,50.00036218881607,794.5,0.0250000139030004,262892.0,276.1523999023437,60.00121599578858,751.4375
6,22,8,2018,13.0,11.316666666666665,44.0,44.0,0.4,39.0,8.0,2.0,50.0,794.75,0.025000012957000176,262824.0,276.1603997802734,60.00291599273682,746.75
7,22,8,2018,13.0,10.983333333333333,45.0,45.0,0.4,24.0,17.0,2.0,50.0,794.75,0.025000012957000176,262824.0,276.1603997802734,60.00291599273682,746.75
8,22,8,2018,12.0,10.716666666666667,43.0,43.0,0.5,20.0,21.0,2.0,50.0,794.75,0.025000012957000176,262824.0,276.1603997802734,60.00291599273682,746.75
9,22,8,2018,17.0,11.016666666666667,53.0,55.0,0.5,28.0,19.0,2.0,50.00036218881607,794.75,0.02500001204800047,262588.0,276.16359985351556,60.00216399383545,707.4375
10,22,8,2018,13.0,11.216666666666667,50.0,50.0,0.5,18.0,37.0,2.0,50.00036218881607,794.75,0.02500001204800047,262588.0,276.16359985351556,60.00216399383545,707.4375
11,22,8,2018,15.0,11.483333333333333,49.0,49.0,0.5,17.0,43.0,2.0,50.00036218881607,794.75,0.02500001204800047,262588.0,276.16359985351556,60.00216399383545,707.4375
12,22,8,2018,13.0,11.716666666666667,46.0,46.0,0.5,11.0,42.0,2.0,50.00036218881607,790.875,0.025000013537000862,262716.0,276.1251998901367,60.00204799652099,685.0625
13,22,8,2018,15.0,11.983333333333333,48.0,48.0,0.5,11.0,47.0,2.0,50.00036218881607,790.875,0.025000013537000862,262716.0,276.1251998901367,60.00204799652099,685.0625
14,22,8,2018,13.0,12.15,27.0,27.0,0.4,2.0,51.0,2.0,50.00036218881607,790.875,0.025000013537000862,262716.0,276.1251998901367,60.00204799652099,685.0625
15,22,8,2018,11.0,12.316666666666665,39.0,39.0,0.5,5.0,44.0,2.0,50.0,790.75,0.025000015180000102,262816.0,276.12100006103515,60.00236399078369,685.0
16,22,8,2018,15.0,12.616666666666667,42.0,42.0,0.5,17.0,33.0,2.0,50.0,790.75,0.025000015180000102,262816.0,276.12100006103515,60.00236399078369,685.0
17,22,8,2018,16.0,12.916666666666664,35.0,35.0,0.5,17.0,46.0,2.0,50.0,790.75,0.025000015180000102,262816.0,276.12100006103515,60.00236399078369,685.0
18,22,8,2018,14.0,13.15,37.0,37.0,0.5,12.0,49.0,2.0,50.0,787.375,0.02500001457300037,262772.0,276.0980999755859,60.00226399230957,685.0
19,22,8,2018,16.0,13.383333333333333,36.0,36.0,0.5,22.0,57.0,2.0,50.0,787.375,0.02500001457300037,262772.0,276.0980999755859,60.00226399230957,685.0
20,22,8,2018,18.0,13.75,52.0,54.0,0.5,31.0,44.0,2.0,50.0,787.375,0.02500001457300037,262772.0,276.0980999755859,60.00226399230957,685.0
21,22,8,2018,19.0,14.183333333333335,61.0,71.0,0.6,50.0,24.0,2.0,50.00005000114441,786.0625,0.025000014112000358,262840.0,276.08940002441403,60.00217999267578,685.1875
22,22,8,2018,20.0,14.65,55.0,60.0,0.6,64.0,4.0,2.0,50.00005000114441,786.0625,0.025000014112000358,262840.0,276.08940002441403,60.00217999267578,685.1875
23,22,8,2018,20.0,15.016666666666667,56.0,62.0,0.6,61.0,2.0,2.0,50.00005000114441,786.0625,0.025000014112000358,262840.0,276.08940002441403,60.00217999267578,685.1875
