Hour,Day,Month,Year,PM2.5,Mean,AQI,PM10,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad
9,24,8,2018,27.266666666666666,24.255555555555553,38.68888888888889,36.5,0.5404255319148936,15.130434782608695,123.46808510638296,5.065217391304348,50.0,784.25,0.02500000913100131,259268.0,276.1830999755859,60.00405999755859,750.8125
10,24,8,2018,27.33333333333333,24.5,38.77777777777778,37.0,0.5425531914893617,15.347826086956525,123.80851063829788,5.173913043478262,50.0,784.25,0.02500000913100131,259268.0,276.1830999755859,60.00405999755859,750.8125
11,24,8,2018,27.4,24.646666666666665,38.86666666666667,37.5,0.5446808510638298,15.565217391304348,124.14893617021276,5.282608695652174,50.0,784.25,0.02500000913100131,259268.0,276.1830999755859,60.00405999755859,750.8125
12,24,8,2018,27.466666666666665,25.09555555555556,38.95555555555556,38.0,0.5468085106382978,15.782608695652176,124.48936170212768,5.391304347826088,50.0,779.5625,0.025000011215000416,259604.0,276.1372998046875,60.00164399719238,685.0625
13,24,8,2018,27.53333333333333,25.646666666666665,39.04444444444445,38.5,0.548936170212766,16.0,124.82978723404257,5.5,50.0,779.5625,0.025000011215000416,259604.0,276.1372998046875,60.00164399719238,685.0625
14,24,8,2018,27.6,25.9,39.13333333333333,39.0,0.551063829787234,16.217391304347828,125.17021276595743,5.608695652173912,50.0,779.5625,0.025000011215000416,259604.0,276.1372998046875,60.00164399719238,685.0625
15,24,8,2018,27.66666666666667,26.055555555555554,39.22222222222222,39.5,0.5531914893617021,16.434782608695652,125.51063829787232,5.717391304347826,50.0,775.375,0.025000011184000408,259772.0,276.10239990234373,60.002019996643064,685.0
16,24,8,2018,27.73333333333333,26.280000000000005,39.31111111111111,40.0,0.5553191489361702,16.652173913043477,125.85106382978724,5.8260869565217375,50.0,775.375,0.025000011184000408,259772.0,276.10239990234373,60.002019996643064,685.0
17,24,8,2018,27.8,26.540000000000006,39.4,40.5,0.5574468085106383,16.869565217391305,126.19148936170212,5.934782608695652,50.0,775.375,0.025000011184000408,259772.0,276.10239990234373,60.002019996643064,685.0
18,24,8,2018,27.86666666666667,26.76888888888889,39.48888888888889,41.0,0.5595744680851064,17.08695652173913,126.53191489361704,6.0434782608695645,50.0,771.75,0.02500001126500033,259848.0,276.07100006103514,60.001623992919924,685.0
19,24,8,2018,27.93333333333333,26.966666666666665,39.57777777777777,41.5,0.5617021276595745,17.304347826086953,126.87234042553192,6.1521739130434785,50.0,771.75,0.02500001126500033,259848.0,276.07100006103514,60.001623992919924,685.0
20,24,8,2018,28.0,27.03333333333333,39.66666666666666,42.0,0.5638297872340425,17.52173913043478,127.2127659574468,6.2608695652173925,50.0,771.75,0.02500001126500033,259848.0,276.07100006103514,60.001623992919924,685.0
21,24,8,2018,28.066666666666666,27.1,39.755555555555546,42.5,0.5659574468085107,17.73913043478261,127.55319148936172,6.369565217391305,50.0,770.6875,0.02500001098900009,260108.0,276.06389984130857,60.00134799194336,685.1875
22,24,8,2018,28.13333333333333,27.16666666666666,39.84444444444443,43.0,0.5680851063829787,17.956521739130434,127.89361702127657,6.478260869565218,50.0,770.6875,0.02500001098900009,260108.0,276.06389984130857,60.00134799194336,685.1875
23,24,8,2018,28.2,27.23333333333333,39.933333333333344,43.5,0.5702127659574467,18.17391304347826,128.2340425531915,6.586956521739131,50.0,770.6875,0.02500001098900009,260108.0,276.06389984130857,60.00134799194336,685.1875
