station,latitude,longitude
万寿西宫,39.878,116.352
万柳,39.987,116.287
东四,39.929,116.417
东四环,39.939,116.483
东高村,40.1,117.12
丰台花园,39.863,116.279
云岗,39.824,116.146
亦庄,39.795,116.506
农展馆,39.937,116.461
前门,39.899,116.395
北部新区,40.09,116.174
南三环,39.856,116.368
古城,39.914,116.184
大兴,39.718,116.404
天坛,39.886,116.407
奥体中心,39.982,116.397
官园,39.929,116.339
平谷,40.143,117.1
永定门内,39.876,116.394
琉璃河,39.58,116.0
西直门北,39.954,116.349
通州,39.886,116.663
门头沟,39.937,116.106
顺义,40.127,116.655
