year,month,day,site_id,original_lat,original_lon,nearest_lat,nearest_lon,distance,O3,NO2,SO2,NOXasNO2,PM2.5,PM10,2m_temperature,surface_pressure,evaporation,total_precipitation,u10,v10,wind_speed,wind_angle
2016,12,7,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,14.17,7.36,0.14,7.65,20.52,27.25,283.65711,102124.625,9.020869999999998e-06,3.4570695e-06,4.6291717000000006,7.56925135,8.872586805862072,211.44895092349293
2016,12,8,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,19.57,3.56,0.07,3.77,14.36,22.6,284.38318,102012.595,6.39308725e-05,0.00016972049899999998,6.4182635,4.31278465,7.732672099132866,236.10067303201933
2016,12,9,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,20.87,3.54,0.11,3.69,12.8,21.0,284.50937,102027.44,5.05819335e-05,8.907914e-05,5.27427375,6.5026268,8.372700812164334,219.04547218295988
2016,12,10,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,25.37,2.75,0.06,2.84,7.37,12.11,283.203435,101689.905,6.985152000000001e-06,0.0012366474000000001,2.41316275,2.2959027,3.3308442872423285,226.42642270366517
2016,12,11,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,29.29,2.23,0.03,2.29,7.95,28.75,281.6726,102032.125,-0.000101073413,1.12783165e-05,6.6843518,-0.311827175,6.691621266422041,267.32906975731544
2016,12,12,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,21.13,3.31,0.02,3.53,11.47,22.31,280.59637499999997,101987.8425,-8.4287835e-05,0.0003278046265,-0.80986594,5.65490735,5.712605358140549,171.8498210690351
2016,12,13,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,19.19,4.21,0.04,4.28,10.53,14.23,282.56385,101733.5,-4.305388e-06,0.000462547265,0.6875553,4.9979372,5.045008280042951,187.8328898897978
2016,12,14,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,18.3,4.88,0.3,5.08,18.25,24.7,282.4433,101888.5,-8.647912265e-06,9.4473363e-06,-1.1977610425,4.84295935,4.988876304407948,166.1083638465593
2016,12,15,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,11.39,5.98,0.25,6.39,24.92,30.31,281.22327,101791.2175,-7.5611285e-05,2.39014625e-05,-2.5550046,6.3239883,6.820621417771115,158.0004091016462
2016,12,16,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,10.49,5.18,0.03,5.72,26.19,30.09,281.37238,102503.8425,-1.9833562000000002e-05,2.4353814000000002e-05,-0.23666143199999998,2.2970223499999998,2.309181740313181,174.11759085924848
2016,12,17,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,19.38,3.61,0.01,3.77,16.93,25.88,280.89929,103579.72,-2.7438043e-05,7.45803115e-06,3.5319889,-0.05249832999999998,3.5323790374726207,269.1484369452966
2016,12,18,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,16.04,4.47,0.05,4.68,17.08,23.57,279.96912,103177.655,-8.100568e-05,4.0233135e-07,3.7598065,0.891386485,3.8640283103366238,256.66239624787886
2016,12,19,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,10.79,5.37,0.15,5.93,22.49,28.03,280.18572500000005,102466.03,-3.9944075e-05,2.6471913000000002e-05,-0.8058405,1.99292085,2.149677284106843,157.9839811494066
2016,12,20,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,13.76,6.64,0.35,7.07,23.66,30.51,279.315065,101817.375,-0.00018575007500000001,6.048392500000001e-06,0.04294492,6.09859375,6.098744952340019,180.4034572721684
2016,12,21,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,25.76,2.92,0.09,3.01,10.16,21.07,282.29968,101603.0,-6.323307850000001e-05,7.9186272e-05,4.97542095,4.29166795,6.570633715461249,229.21980432199632
2016,12,22,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,28.22,2.93,0.02,3.02,11.24,29.4,280.2229,102386.685,-0.000163119752,0.0,5.817997500000001,4.8254088,7.558681432440694,230.32791141334948
2016,12,23,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,31.41,2.26,0.02,2.37,6.79,20.12,282.530215,101660.5,-0.00010575226200000001,0.00027006798225,6.493057500000001,11.214271,12.958382220005214,210.07082062056787
2016,12,24,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,35.12,1.24,0.05,1.29,4.0,33.67,281.52125,101939.1875,-0.00024654285500000004,1.2218952e-06,9.221747,3.8728366,10.001973858309597,247.21916362210823
2016,12,25,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,33.23,1.2,0.02,1.25,4.81,27.62,284.28216,101557.6875,-2.4247798000000003e-05,1.76993545e-05,9.11731575,5.4554547499999995,10.62484978785562,239.10530353371757
2016,12,26,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,36.35,1.28,0.06,1.33,3.66,31.34,279.92248,102858.5625,-0.0004895709,0.0,10.001703,0.5655841850000001,10.017681786248309,266.7634400800638
2016,12,27,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,27.11,3.61,0.2,3.73,9.69,27.33,278.90027,104171.19,-9.3022127e-05,0.0,4.0261942,-0.3812193745,4.044201768904194,264.59108638648456
2016,12,28,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,15.95,6.27,0.2,6.66,24.29,38.93,276.28088,104009.375,-0.000148439315,2.7485191999999997e-05,1.20477915,5.039076,5.181098313490173,193.44627807192836
2016,12,29,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,19.84,6.05,0.17,6.22,19.2,25.01,277.94311500000003,103426.625,-0.000146809268,0.0,2.0038876,5.1645025,5.539643633478603,201.20683775197438
2016,12,30,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,17.03,5.18,0.01,5.36,19.92,24.67,277.249145,103206.655,-0.00012217205,0.000148922205,5.1167560000000005,3.2325414500000003,6.052314944672337,237.71710337596565
2016,12,31,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,22.42,3.16,0.01,3.3,13.28,19.32,280.68213000000003,102473.875,-4.14078815e-05,3.6371187e-05,5.9454157,4.16132065,7.257035028020942,235.01102196243755
2017,1,1,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,32.03,1.0,0.01,1.04,4.9,16.5,279.78674,101506.875,-0.00016676052500000003,0.001556813725,-1.7252584,-7.1641211,7.368931244233167,166.45989089600818
2017,1,2,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,35.15,1.31,0.09,1.33,3.74,31.16,277.94683999999995,102570.0,-0.000282115185,0.00011817366,4.9212804,-5.4176822,7.319172166004909,222.25118423117465
2017,1,3,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,32.61,2.32,0.07,2.41,6.27,19.54,279.169615,101996.69,-0.000162912415,9.9912285e-06,8.981819,-0.9571132499999999,9.032670608523626,263.9174477413913
2017,1,4,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,38.05,0.51,0.02,0.52,3.08,38.18,279.16504,102169.75,-0.00039804133,8.4957107e-05,3.83706285,-10.295052,10.986862472860672,200.44089839055675
2017,1,5,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,33.2,0.91,0.1,0.93,2.85,27.82,278.80786,103286.9375,-0.00010824797000000001,6.33858158e-06,-0.8009014,-0.8170666499999999,1.1441332802887005,135.57242773323796
2017,1,6,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,19.36,6.54,0.19,7.07,15.48,29.83,277.93664,103180.0,-0.000183955995,0.0006006670735000001,3.86689885,6.99702545,7.994452568129916,208.92718878172988
2017,1,7,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,19.78,3.01,0.06,3.23,10.34,13.06,280.73364000000004,102883.4375,1.1246396849999999e-05,6.965618100000001e-05,2.61759545,-2.26085565,3.458796641896951,229.1823456227567
2017,1,8,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,17.81,4.04,0.12,4.21,15.54,18.82,280.60238000000004,102924.9375,-1.9216824e-06,9.07455065e-05,1.7098716999999999,1.37503575,2.1941705823018753,231.19463542860996
2017,1,9,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,23.92,4.66,0.07,4.79,12.2,18.55,281.07654,101021.065,-3.57475365e-05,0.00096389271,6.49267,5.1756025,8.303109355350335,231.44005773618807
2017,1,10,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,32.17,1.91,0.07,1.99,6.14,36.48,280.33905000000004,100638.5,-7.650326e-05,6.221234850000001e-06,6.172017,0.5008687999999999,6.192306791745904,265.3605248980544
2017,1,11,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,36.05,1.56,0.04,1.61,5.56,40.88,280.34191999999996,100449.94,-0.00030704029,3.6954879900000003e-06,11.2601835,-3.11067245,11.681952557036913,254.5569647136322
2017,1,12,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,35.72,1.89,0.07,2.0,5.39,32.44,277.52832,99678.065,-0.000186675695,0.000894673315,4.72884535,0.16270885000000002,4.731643743360752,268.0293595245685
2017,1,13,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,38.82,0.95,0.05,0.98,2.97,33.46,277.32403999999997,100325.625,-0.000465227755,0.0011873543435,8.820035,-10.772048999999999,13.922286344549375,219.31023886293053
2017,1,14,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,37.41,1.23,0.09,1.27,2.5,17.68,277.17273,101580.1575,-0.000327740215,0.00018105656,5.43430705,-7.39410255,9.176298035351522,216.31408365844482
2017,1,15,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,30.55,2.82,0.11,2.96,5.59,9.74,277.553275,101867.28,-7.2889379e-05,0.000678610912,-0.2613167999999999,1.698625585,1.7186085499551176,171.2541742665014
2017,1,16,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,30.31,1.62,0.07,1.69,4.51,11.23,278.132205,102707.345,-5.93767035e-05,3.5364121e-05,-1.628912925,0.9978027300000001,1.9102271082851665,121.48986250238795
2017,1,17,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,25.13,3.77,0.13,3.95,16.32,24.24,276.38965,103483.1575,-0.000193923015,4.1909515e-07,1.2816706,5.0109568499999995,5.172269142210823,194.3471633119321
2017,1,18,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,11.83,11.57,0.6,12.6,26.82,36.41,276.610355,103638.685,-0.00014899066000000001,8.15000375e-05,2.5717864,3.54253105,4.377626243461068,215.97868431368352
2017,1,19,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,15.7,4.79,0.28,5.4,19.39,24.06,277.903445,103539.375,-3.99718985e-05,8.700415500000001e-06,0.05073880999999997,1.28738355,1.2883830298676007,182.25699313149346
2017,1,20,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,27.27,1.58,0.07,1.65,6.17,11.8,278.2661,103279.9675,-8.424744e-05,1.0430813e-07,-4.10998915,-0.18806409000000002,4.114289600291312,92.61990173995156
2017,1,21,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,24.12,6.04,0.51,6.19,15.95,19.06,278.03052,102611.75,-0.00010473025,1.9626691999999998e-05,-5.36486535,1.7151071999999998,5.632350568911923,107.7286881395757
2017,1,22,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,17.31,5.02,0.23,5.34,32.22,33.25,275.758545,102517.0925,-8.9627922e-05,0.0,1.6451297,2.19397715,2.742259554554275,216.86399456617835
2017,1,23,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,17.5,4.31,0.05,4.82,23.82,28.02,276.52966000000004,102496.625,-7.306412e-05,3.7252903e-07,3.3785968,-0.65070915,3.440688700662116,259.0984636365516
2017,1,24,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,15.74,5.51,0.03,5.81,26.11,30.16,276.689205,102579.185,-6.32231835e-05,3.98606065e-06,1.50853875,3.6776943500000003,3.9750628790339264,202.30275214430216
2017,1,25,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,16.15,7.46,0.06,7.69,26.04,33.47,276.088375,102577.9075,-0.00010675215,4.6879054e-05,-0.54345275,5.52334815,5.5500194303795904,174.38064608432933
2017,1,26,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,28.84,5.29,0.56,5.44,25.67,31.84,274.306635,101813.315,-0.00028079166,2.2649765e-06,-2.6376214,6.57623145,7.085468702471775,158.1450672279659
2017,1,27,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,28.12,4.47,0.57,4.7,25.86,33.34,277.54454999999996,101002.6575,-0.0001189181325,0.0,-1.8006467685,6.087445150000001,6.348174323312807,163.52195172758275
2017,1,28,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,28.99,2.97,0.13,3.18,12.47,19.53,280.02679,100742.375,-3.09237515e-05,1.2190301e-05,2.9274831,6.84796,7.447463558983394,203.14656777617847
2017,1,29,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,27.66,2.93,0.02,3.07,7.71,12.5,278.94214,101028.56,-7.850968e-05,0.0008923709395,0.8616008999999999,4.9528831,5.027266365844008,189.86838865969557
2017,1,30,WEYB [AQ],52.95049,1.122017,52.94,1.2200000000000006,6.689276273949267,26.23,1.99,0.05,2.09,2.48,4.46,278.912965,101134.125,-5.98654165e-05,2.7611852e-05,-2.9056835000000003,-1.2324361499999998,3.1562470540182805,112.98406998207628
